00000   32
10000   760
01000   500
00100   32
00010   64
00001   94
11000   760
10100   2000
10010   2000
10001   1000
01100   760
01010   2000
01001   760
00110   64
00101   94
00011   250
11100   64000
11010   1500
11001   1500
10110   12000
10101   6000
10011   3000
01110   1500
01101   1000
01011   3000
00111   250
11110   64000
11101   64000
11011   4000
10111   16000
01111   4000
11111   64000
