48802 21535 1123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
80242 62637 47748 15990 245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
99356 87402 77358 59743 40530 2955 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
102149 99379 96354 86670 70931 50210 17638 473 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
104248 100018 100227 99633 92300 78168 57262 35676 2912 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
105873 100041 100262 100226 100120 96015 83141 62991 40147 2518 2 0 0 0 0 0 0 0 0 0 0 0 0 0 
107313 99997 100181 100325 100654 100088 98006 85210 59462 22368 184 0 0 0 0 0 0 0 0 0 0 0 0 0 
108637 100021 100388 100173 100600 100489 99990 98467 79240 45028 1175 0 0 0 0 0 0 0 0 0 0 0 0 0 
109699 100025 100510 100009 100535 100539 100244 100133 91131 53967 2037 0 0 0 0 0 0 0 0 0 0 0 0 0 
110556 100137 100444 100165 100561 100565 100043 100509 99316 62404 2811 1 0 0 0 0 0 0 0 0 0 0 0 0 
111362 100040 100161 100167 100705 100369 100117 101005 100081 71502 3672 17 0 0 0 0 0 0 0 0 0 0 0 0 
112188 100062 100025 100422 100666 100184 100136 101264 100088 78445 5398 134 1 0 0 0 0 0 0 0 0 0 0 0 
112860 100024 100124 100034 100940 100196 100199 101374 100212 83815 8693 830 17 0 0 0 0 0 0 0 0 0 0 0 
113297 100075 100039 100187 100855 100397 99999 101431 100495 87672 17221 4292 205 2 0 0 0 0 0 0 0 0 0 0 
113914 100071 100017 100055 100907 100325 100159 101361 100545 91405 30951 15690 1950 51 0 0 0 0 0 0 0 0 0 0 
114372 100048 100094 100332 100779 100248 100050 101527 100838 95297 43529 32612 9836 600 6 0 0 0 0 0 0 0 0 0 
114674 100177 100071 100285 100631 100282 100214 101713 100728 98672 51053 45368 26633 4786 199 0 0 0 0 0 0 0 0 0 
115030 100130 100005 100070 100824 100215 100407 101774 100732 99305 57435 51959 41989 18005 2077 24 0 0 0 0 0 0 0 0 
115323 100037 100134 100061 101009 100130 100355 101818 100671 99372 63705 58238 50595 35868 10879 624 5 0 0 0 0 0 0 0 
115504 100147 100001 100364 100781 100143 100242 102044 100630 99941 69735 65093 57093 47532 28584 4793 180 0 0 0 0 0 0 0 
115775 100089 100036 100156 100660 100291 100262 102009 100643 100087 75365 71815 64797 54364 43518 18116 1884 66 0 0 0 0 0 0 
115815 100108 100124 100149 100694 100298 100101 102135 100451 99995 80564 77892 72379 61589 51617 35462 9870 701 5 0 0 0 0 0 
115886 100137 100143 100101 100843 100340 100072 102005 100337 100202 84567 83147 78918 69308 58411 47161 26170 4209 141 0 0 0 0 0 
115933 100157 100095 100141 100737 100496 100049 101921 100246 100108 88307 87254 84209 76342 66426 53934 41328 15337 1234 15 2 0 0 0 
116079 100414 100054 100126 100572 100432 100217 101789 100209 100195 91464 91051 88548 82164 74146 61059 49805 31733 6043 164 3 0 0 0 
116198 100287 100094 100217 100383 100742 100148 101630 100228 100124 94482 94685 92345 87091 80319 68551 56194 44151 17928 1297 30 0 0 0 
116198 100340 100153 100188 100427 100612 100404 101559 100294 100032 97501 97649 96440 91184 85648 75445 63463 51548 32702 5320 170 0 0 0 
116082 100663 100066 100321 100499 100533 100330 101538 100051 100501 99105 99558 99058 95366 89806 81442 70963 57865 43641 14350 793 4 0 0 
116212 100605 100181 100134 100312 100765 100302 101671 100089 100673 99801 100008 100024 98436 93749 86217 77551 65036 50107 26999 3050 76 0 0 
116108 100897 100020 100024 100544 100786 100179 101529 100085 101223 100066 100007 100291 99579 97443 90278 83106 71925 55634 38055 8213 482 4 0 
116052 101103 100178 100051 100667 100745 100193 101489 100156 101252 100027 100206 100193 100159 99370 94393 87408 78009 61742 45585 16790 1982 53 0 
115971 101285 100212 100112 100730 100730 100276 101305 100218 101065 100335 100142 100228 100088 100202 97673 91302 83347 68364 50603 27270 6247 398 4 
115920 101405 100135 100029 100804 100637 100194 101541 100185 101164 100407 100258 100079 100192 100274 99503 94977 87542 74378 55347 37476 15545 1847 48 
115934 101415 100081 100098 100791 100526 100341 101533 100047 101382 100530 100099 100065 100210 100235 100042 98067 91331 79781 60455 44971 27930 6192 281 
115860 101633 100218 100057 100810 100691 100258 101443 100256 101403 100446 100185 100156 100176 100323 100058 99631 95136 83982 66069 50220 38963 14707 1190 
115842 101734 100034 100163 100787 100592 100277 101469 100256 101662 100442 100132 100230 100179 100315 100194 100001 98011 87528 71304 54638 46498 26314 3584 
115754 101701 100119 100212 100826 100537 100328 101554 100316 101626 100450 100091 100110 100277 100298 100102 100139 99389 90875 76399 59519 51355 36681 8609 
115858 101670 100053 100224 100872 100542 100360 101470 100377 101532 100512 100155 100208 100248 100011 100473 100027 100075 93823 80570 64433 55891 43902 16430 
115975 101489 100125 100262 100802 100500 100716 101078 100490 101727 100319 100287 100087 100055 100406 100454 100068 100128 96922 83930 69782 60557 49014 25971 
115974 101565 100078 100460 100489 100423 100804 101188 100490 101670 100465 100054 100469 100023 100374 100296 100173 100396 98698 87311 74445 65783 52936 35185 
115932 101658 100062 100499 100446 100416 100830 101042 100480 102064 100366 100031 100474 100034 100480 100444 100009 100786 99398 90275 78684 70845 56864 42368 
115744 101762 100268 100520 100477 100275 100980 101148 100260 102284 100322 100075 100353 100127 100452 100268 100191 100905 99804 93040 82431 75586 61406 47338 
115763 101820 100099 100644 100489 100394 100794 101158 100262 102265 100391 100193 100057 100480 100239 100403 100100 101177 100060 95517 85678 79779 66101 51095 
115711 102040 100025 100688 100512 100374 100538 101321 100266 102397 100407 100184 100042 100457 100209 100288 100230 101262 100117 97988 88612 83037 70767 54619 
115565 102089 100144 100367 100794 100293 100634 101173 100389 102304 100530 100171 100279 100330 100085 100312 100448 100994 100315 99236 91330 86205 74987 58367 
115346 102338 100199 100352 100740 100193 100600 101434 100294 102467 100410 100011 100542 100123 100089 100391 100362 101217 100353 99828 93846 89019 78812 62228 
115302 102512 100025 100455 100727 100054 100651 101422 100347 102454 100257 100223 100580 100144 100104 100356 100396 101316 100336 100051 96268 91764 82161 66306 
115228 102611 100034 100273 100921 100110 100678 101375 100320 102354 100530 100195 100419 100123 100094 100260 100611 101300 100361 100027 98305 94536 85138 70310 
115097 102593 100060 100485 100773 100207 100502 101361 100388 102478 100539 100164 100335 100178 100263 100236 100445 101498 100276 100100 99367 97121 88047 74019 
114860 102783 100226 100426 100878 100129 100374 101574 100289 102421 100666 100097 100409 100071 100458 100027 100566 101517 100213 100173 99850 98885 90615 77342 
114847 102706 100333 100340 100821 100182 100482 101646 100353 102296 100658 100092 100398 100061 100460 100277 100646 101291 100346 99992 100126 99421 93258 80451 
114720 102900 100341 100263 100910 100100 100434 101807 100166 102498 100602 100130 100392 100213 100496 100059 100828 101214 100331 100067 100112 99973 95559 83272 
114609 103062 100371 100238 100866 100132 100460 101643 100236 102397 100686 100295 100493 99973 100619 100087 100813 101172 100499 100161 99993 100085 97624 85811 
114626 102903 100568 100389 100766 100223 100111 101646 100370 102427 100712 100242 100494 100249 100361 100300 100714 101072 100741 99991 100250 99992 98975 88232 
114438 103028 100483 100578 100565 100407 100145 101522 100450 102382 100762 100169 100641 100219 100269 100345 100646 101192 100601 100260 100077 100250 99520 90252 
114336 103063 100636 100489 100783 100072 100224 101631 100331 102524 100752 100210 100592 100099 100357 100378 100715 101036 100547 100385 100175 100158 99896 92299 
114318 103084 100526 100732 100486 100308 100143 101624 100459 102413 100765 100276 100577 100111 100339 100417 100695 100998 100525 100493 99968 100489 100014 94218 
114260 102949 100817 100639 100323 100451 100151 101661 100353 102668 100669 100089 100834 100147 100357 100166 100779 101106 100901 100190 100110 100417 100082 96158 
114234 103049 100769 100440 100500 100524 100010 101746 100597 102392 100754 100114 100803 100154 100474 100359 100499 101108 100938 100295 100009 100483 100269 97621 
114004 103364 100645 100492 100458 100520 100398 101561 100433 102621 100748 100134 100644 100169 100487 100336 100498 101200 100785 100374 100163 100392 100457 98682 
114028 103386 100659 100475 100599 100347 100457 101445 100510 102715 100734 100123 100415 100456 100366 100275 100517 101266 100798 100365 100004 100512 100526 99348 
113981 103311 100698 100595 100614 100348 100230 101677 100494 102715 100772 100125 100385 100375 100514 100128 100633 101327 100666 100469 100020 100579 100510 99697 
113999 103350 100507 100802 100416 100531 100235 101562 100691 102630 100736 100199 100408 100355 100251 100332 100625 101273 100586 100508 100225 100617 100465 100013 
113777 103615 100507 100680 100563 100404 100237 101826 100360 102661 100699 100308 100442 100385 100335 100195 100728 101175 100640 100482 100353 100515 100552 100032 
113637 103637 100655 100773 100646 100080 100474 101550 100696 102627 100707 100177 100621 100120 100474 100182 100791 101064 100640 100369 100388 100635 100579 100148 
113607 103436 100805 100765 100653 100266 100353 101593 100654 102478 100837 100226 100480 100256 100562 100087 100904 100903 100723 100505 100210 100731 100533 100103 
113483 103431 101037 100772 100480 100376 100285 101657 100718 102297 100890 100126 100556 100272 100551 100090 100834 101020 100897 100348 100258 100641 100442 100209 
113489 103385 101110 100710 100525 100388 100155 101667 100985 102095 100900 100157 100563 100384 100395 100066 100859 101212 100500 100579 100255 100622 100650 100036 
113335 103548 100907 100928 100455 100272 100267 101775 100886 102165 100857 100298 100420 100370 100609 100014 100753 101220 100649 100425 100332 100587 100714 100009 
113307 103630 100846 100836 100463 100390 100362 101484 101104 102066 101032 100188 100390 100361 100658 100125 100625 101184 100792 100319 100261 100577 100765 100122 
113217 103895 100569 100983 100398 100454 100242 101380 101231 102042 101227 100051 100378 100322 100572 100248 100778 101232 100697 100158 100366 100667 100544 100236 
113214 103855 100814 100826 100367 100287 100375 101528 101133 102081 101074 100176 100432 100410 100402 100269 100723 101271 100714 100350 100204 100562 100708 100152 
49197 20939 284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
81112 61264 42724 5869 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
99636 86620 72760 54726 32007 1838 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
102469 99286 93332 83516 66593 48511 14574 203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
104620 100017 100018 99400 90143 76164 55733 30724 946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
106299 100000 100005 100702 100038 94942 81703 59748 31503 1048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
107890 100001 100164 101030 100155 100439 96786 83402 55303 14822 136 0 0 0 0 0 0 0 0 0 0 0 0 0 
109195 100042 100138 101179 100254 100855 100014 97117 75315 40269 931 0 0 0 0 0 0 0 0 0 0 0 0 0 
110290 99998 100166 101077 100661 100767 100187 100126 88891 51564 1865 0 0 0 0 0 0 0 0 0 0 0 0 0 
111249 100002 100094 101255 100846 100853 100029 100809 97988 59668 2678 0 0 0 0 0 0 0 0 0 0 0 0 0 
112020 100001 100071 101556 100633 100964 100081 101393 100000 68773 3740 21 0 0 0 0 0 0 0 0 0 0 0 0 
112850 99997 100000 101678 100922 100335 100292 101514 100080 76326 4706 74 0 0 0 0 0 0 0 0 0 0 0 0 
113468 100009 100001 101790 100676 100462 100240 101650 100048 82240 6693 341 1 0 0 0 0 0 0 0 0 0 0 0 
113941 100067 100043 101774 100612 100611 100237 101467 100256 86324 11258 1412 34 0 0 0 0 0 0 0 0 0 0 0 
114460 100004 100027 101946 100688 100335 100384 101619 100235 89746 19866 4738 291 2 0 0 0 0 0 0 0 0 0 0 
115015 100061 100032 101975 100685 100280 100377 101787 100064 93231 31183 12592 1178 13 0 0 0 0 0 0 0 0 0 0 
115416 100042 100075 101981 100867 100111 100407 101727 100339 97000 41264 24583 3988 78 0 0 0 0 0 0 0 0 0 0 
115808 100095 100062 101987 100810 100142 100304 101863 100483 99118 48566 35848 9966 427 1 0 0 0 0 0 0 0 0 0 
116080 100094 100073 102072 100780 100318 100159 101894 100499 99214 53731 44289 19210 1411 7 0 0 0 0 0 0 0 0 0 
116233 100141 100198 102121 100814 100119 100272 101977 100492 99260 58637 49715 29689 3710 69 0 0 0 0 0 0 0 0 0 
116338 100108 100133 102325 100670 100165 100096 102163 100296 99469 63681 53758 38627 9083 401 9 0 0 0 0 0 0 0 0 
116511 100029 100073 102229 100836 100075 100375 101799 100339 99789 68565 58258 44970 18634 2445 107 0 0 0 0 0 0 0 0 
116652 100041 100113 102133 100955 100176 100099 101847 100190 100002 73384 62723 49685 31651 10559 1079 29 0 0 0 0 0 0 0 
116774 100065 100090 101987 101116 100130 100164 101810 100036 100001 77301 67647 53680 42838 26970 6774 412 8 0 0 0 0 0 0 
116673 100440 99995 102159 100845 100278 100228 101869 100002 100021 80950 72245 58012 49931 41865 21919 3103 107 0 0 0 0 0 0 
116795 100344 100021 102125 101170 100184 100264 101931 100038 100020 84426 76417 62709 55273 50070 38596 13636 1095 28 0 0 0 0 0 
117006 100235 100086 102246 101212 100036 100259 101894 100100 100017 87213 80245 67503 60916 56321 48809 30629 6527 329 0 0 0 0 0 
116987 100130 100351 102120 101083 100340 100139 101752 100129 100053 89642 83616 72391 67291 62933 55457 44068 20448 2263 55 0 0 0 0 
116912 100350 100194 102030 101172 100465 100094 101766 100026 100118 92110 86609 76537 73476 70205 62597 51626 36323 9651 544 19 0 0 0 
117013 100291 100387 101938 100899 100617 100155 101930 100012 100060 94760 89262 80525 78970 76504 69975 58263 46757 24125 3348 130 2 0 0 
116898 100506 100231 102015 100979 100484 100164 101961 100057 100192 96863 91793 84043 83501 81818 76873 65820 53158 38741 12231 969 29 0 0 
116833 100572 100320 101897 101090 100526 100090 102009 100025 100188 98334 94745 87095 87336 86519 82520 72486 60008 47724 26841 5079 284 5 2 
116820 100740 100149 101945 101049 100415 100216 102005 100126 100194 99464 97006 90044 90741 90176 87341 79016 67045 53641 40108 16096 2002 75 4 
116709 100793 100150 101983 101167 100458 100246 101914 100085 100407 99752 98794 92755 94048 94012 91321 84262 73791 59707 48401 31443 8268 481 26 
116600 101053 100036 101975 101359 100252 100161 102035 100091 100687 100099 99556 95286 97271 97567 95378 88270 79462 66539 54119 43309 21680 2453 129 
116497 101096 100139 101990 101252 100402 100083 102130 100092 100596 100420 99852 97542 99346 99325 98578 92164 84336 72866 60347 50472 36256 8888 606 
116421 101294 100054 101980 101204 100426 100353 101878 99981 100847 100316 100233 98988 99961 100075 99928 95897 88474 78723 67007 56071 45984 21194 2370 
116246 101372 100255 101872 101273 100272 100477 101794 100204 100598 100634 100193 99712 100323 100049 100120 98639 92322 83400 73323 62458 51851 34361 7096 
116082 101619 100344 101728 101252 100420 100298 101765 100127 100708 100718 100485 99914 100321 100109 100223 99684 96024 87566 78970 69051 57469 43557 16113 
116074 101740 100287 101700 101088 100527 100294 101633 100163 100897 100824 100502 99973 100554 100145 100094 100117 98713 91230 83429 75190 63875 49488 28488 
116110 101725 100204 101950 101022 100331 100451 101517 100289 100649 101036 100597 100017 100625 100033 100328 100008 99944 94556 87415 80403 70028 54385 39426 
115964 101763 100220 102137 100759 100515 100533 101368 100315 100595 101329 100547 100065 100450 100206 100387 100301 99983 97588 91010 84929 75797 59531 46594 
115777 102022 100339 102021 100543 100766 100298 101512 100256 100746 101299 100647 99976 100350 100305 100384 100239 100164 99390 94368 88519 80547 65510 51549 
115855 101838 100560 101854 100736 100521 100538 101285 100383 100766 101093 101007 99965 100377 100434 100343 100372 100082 100056 97558 91771 84899 71010 56178 
115626 102119 100512 101904 100587 100755 100398 101253 100383 100810 101052 101030 100139 100192 100718 100112 100436 100186 100136 99240 95383 88361 76201 61036 
115568 102183 100535 101780 100759 100599 100346 101324 100376 100781 101331 100885 100074 100415 100645 100101 100505 100159 100253 99869 98238 91616 80626 66194 
115488 102087 100687 101900 100597 100773 100312 101400 100338 100694 101236 101101 100007 100599 100495 100246 100379 100389 100079 100041 99580 95053 84245 71747 
115349 102286 100644 101869 100607 100775 100362 101154 100483 100738 101230 101277 100061 100425 100499 100383 100259 100428 100062 100399 100002 97796 87548 76576 
115441 102090 100819 101768 100808 100626 100350 101274 100327 100834 101313 101072 100190 100434 100356 100544 100209 100416 100347 100093 100244 99283 90627 80681 
115368 102190 100691 101888 100660 100647 100442 101459 100178 100690 101570 101075 100331 100097 100566 100251 100437 100449 100364 100138 100142 99933 93610 84329 
115294 102285 100670 101967 100462 100911 100402 101174 100397 100767 101451 101257 100110 100250 100488 100455 100308 100365 100353 100053 100193 100116 96415 87606 
115195 102272 100984 101738 100626 100626 100546 101187 100247 100891 101599 101077 100324 100223 100416 100401 100319 100487 100262 100251 100123 100081 98602 90507 
