0 1.333521
1 1.778279
2 2.371374
3 3.162278
4 4.216965
5 5.623413
6 7.498942
7 10.000000
8 13.335215
9 17.782795
10 23.713737
11 31.622776
12 42.169651
13 56.234131
14 74.989418
15 100.000000
16 133.352142
17 177.827942
18 237.137375
19 316.227753
20 421.696503
21 562.341309
22 749.894226
23 1000.000000
