45.000006 2188906 229999  1162685  0.775060 74 23299.460938
46.000006 2219115 237432  1192897  0.793712 74 23317.019531
47.000006 2246496 243945  1220297  0.810476 74 23335.220703
48.000006 2269312 249440  1243113  0.824276 74 23353.599609
49.000006 2288822 254126  1262623  0.835970 74 23372.570312
50.000006 2306431 258257  1280232  0.846313 74 23392.259766
51.000007 2322716 262258  1296517  0.855995 74 23411.210938
52.000007 2337043 265701  1310844  0.864636 74 23430.369141
53.000007 2350747 268963  1324560  0.872948 74 23449.609375
54.000007 2363391 272113  1337218  0.880639 74 23468.980469
55.000007 2374896 274902  1348736  0.887638 74 23488.410156
56.000007 2384651 277317  1358484  0.893569 74 23508.070312
57.000007 2393507 279496  1367340  0.898929 74 23527.759766
58.000007 2401071 281373  1374904  0.903560 74 23547.570312
59.000007 2407901 283013  1381734  0.907772 74 23567.390625
60.000007 2413732 284503  1387565  0.911384 74 23587.349609
61.000007 2418487 285575  1392320  0.914392 74 23607.369141
62.000007 2422516 286516  1396349  0.916949 74 23627.480469
63.000007 2425235 287181  1399068  0.918760 74 23647.570312
64.000007 2427708 287738  1401541  0.920432 74 23667.669922
65.000007 2429387 288167  1403220  0.921623 74 23687.800781
66.000007 2430547 288452  1404380  0.922394 74 23707.949219
67.000007 2431085 288583  1404918  0.922739 74 23728.099609
68.000007 2431570 288708  1405403  0.923071 74 23748.199219
69.000007 2431846 288778  1405679  0.923246 74 23768.369141
70.000007 2431968 288810  1405801  0.923319 74 23788.500000
71.000007 2432068 288831  1405901  0.923334 74 23808.650391
72.000000 2432096 288840  1405929  0.923350 74 23828.710938
1.000002 71038 104  3  0.000042 74 23836.160156
2.000002 200659 375  10  0.000050 74 23837.029297
3.000002 357775 799  27  0.000075 74 23838.890625
4.000002 517882 1517  44  0.000085 74 23842.019531
5.000002 667088 2621  70  0.000105 74 23846.339844
6.000003 787374 4228  107  0.000136 74 23851.679688
7.000003 869556 5913  168  0.000193 74 23857.730469
8.000003 931595 7798  255  0.000274 74 23864.390625
9.000003 958564 8857  384  0.000401 74 23871.390625
10.000003 978130 9896  820  0.000838 74 23878.380859
11.000003 991803 10893  2164  0.002184 74 23885.519531
12.000003 1005422 12040  6224  0.006194 74 23892.720703
13.000004 1022748 13363  16596  0.016239 74 23900.060547
14.000004 1047965 15037  36629  0.035003 74 23907.650391
15.000004 1081657 17282  65253  0.060471 74 23915.529297
16.000004 1119238 19988  97457  0.087401 74 23923.710938
17.000004 1157685 23297  131804  0.114445 74 23932.210938
18.000004 1199127 27735  171953  0.144397 74 23940.980469
19.000004 1246645 33947  218922  0.177127 74 23950.039062
20.000004 1298459 41526  270524  0.210506 74 23959.529297
21.000004 1353539 49744  325514  0.243280 74 23969.550781
22.000004 1411763 58577  383714  0.275237 74 23980.080078
23.000004 1471539 67781  443865  0.305738 74 23991.250000
24.000004 1532467 77699  505290  0.334532 74 24002.630859
25.000004 1594422 88201  567427  0.361441 74 24014.119141
26.000004 1654869 98922  628053  0.385956 74 24026.169922
27.000004 1713916 109562  687781  0.408743 74 24038.759766
28.000004 1771182 120050  745704  0.429754 74 24051.900391
29.000004 1825164 130204  799932  0.448767 74 24065.570312
30.000004 1872413 139817  847538  0.465499 74 24079.720703
31.000005 1913855 148771  888987  0.481257 74 24094.269531
32.000005 1953458 157669  928569  0.498167 74 24109.179688
33.000005 1992820 166546  967831  0.517364 74 24124.669922
34.000005 2033893 175565  1008753  0.538830 74 24141.419922
35.000005 2073833 184304  1048648  0.560434 74 24158.800781
36.000005 2112936 193002  1087778  0.581900 74 24176.490234
37.000005 2150211 201588  1125052  0.602515 74 24193.369141
38.000005 2185707 209796  1160511  0.622480 74 24210.369141
39.000005 2219618 217966  1194317  0.641778 74 24227.730469
40.000005 2249558 225130  1224257  0.659095 74 24245.390625
41.000005 2275280 231197  1249922  0.673790 74 24263.320312
42.000005 2297049 236282  1271724  0.685940 74 24281.470703
43.000005 2316426 240750  1291105  0.696624 74 24299.839844
44.000005 2334175 244874  1308854  0.706433 74 24318.369141
45.000005 2350534 248739  1325213  0.715711 74 24337.089844
46.000005 2365252 252266  1339931  0.724306 74 24355.980469
47.000005 2378450 255417  1353129  0.732128 74 24376.019531
48.000005 2389571 258058  1364251  0.738693 74 24396.390625
49.000005 2398447 260247  1373127  0.744126 74 24417.150391
50.000005 2405343 261869  1380023  0.748367 74 24437.970703
51.000005 2410927 263248  1385607  0.751916 74 24458.980469
52.000006 2415916 264404  1390596  0.755042 74 24479.929688
53.000006 2419702 265326  1394382  0.757447 74 24500.800781
54.000006 2422648 266081  1397328  0.759334 74 24521.789062
55.000006 2425491 266778  1400171  0.761165 74 24542.570312
56.000006 2427655 267334  1402338  0.762584 74 24563.720703
57.000006 2429391 267761  1404074  0.763706 74 24585.060547
58.000006 2430331 267978  1405014  0.764313 74 24606.279297
59.000006 2430865 268128  1405595  0.764666 74 24627.580078
60.000006 2431246 268233  1406021  0.764923 74 24648.720703
61.000006 2431246 268233  1406021  0.764923 74 24669.750000
62.000006 2431306 268254  1406081  0.764963 74 24690.820312
63.000006 2431350 268268  1406125  0.764993 74 24711.990234
64.000006 2431424 268283  1406199  0.765039 74 24732.990234
65.000006 2431532 268305  1406307  0.765111 74 24754.080078
66.000006 2431797 268367  1406572  0.765213 74 24775.199219
67.000006 2431954 268399  1406729  0.765306 74 24796.250000
68.000006 2431984 268405  1406759  0.765326 74 24817.619141
69.000007 2432072 268431  1406847  0.765365 74 24838.990234
70.000007 2432148 268453  1406923  0.765401 74 24860.390625
71.000007 2432159 268453  1406934  0.765402 74 24881.779297
72.000000 2432158 268453  1406933  0.765402 74 24903.169922
1.000000 69922 98  2  0.000029 74 24911.000000
2.000002 200547 366  10  0.000050 74 24911.869141
3.000002 364205 800  34  0.000093 74 24913.810547
4.000002 536313 1609  48  0.000089 74 24917.000000
5.000002 685392 2751  74  0.000108 74 24921.410156
6.000003 802723 4263  118  0.000147 74 24926.830078
7.000003 879885 6006  187  0.000213 74 24933.000000
8.000003 937097 7838  268  0.000286 74 24939.669922
9.000003 961201 8840  328  0.000341 74 24946.619141
10.000003 979587 9837  453  0.000462 74 24953.710938
11.000003 991715 10868  791  0.000798 74 24960.939453
12.000004 1001404 11871  1734  0.001733 74 24968.240234
13.000004 1010753 12850  4653  0.004610 74 24975.609375
14.000004 1022998 14028  12119  0.011868 74 24983.050781
15.000004 1043076 15545  28272  0.027203 74 24990.599609
16.000004 1075238 17652  55939  0.052292 74 24998.369141
17.000004 1115823 20383  92101  0.083101 74 25006.429688
18.000005 1158880 23975  132573  0.115366 74 25014.830078
19.000005 1203194 28579  175660  0.147525 74 25023.580078
20.000005 1250683 34569  222606  0.180187 74 25032.710938
21.000005 1302290 41936  273945  0.213363 74 25042.189453
22.000005 1357664 50080  329257  0.246491 74 25052.109375
23.000005 1414891 58629  386836  0.278270 74 25062.490234
24.000005 1473686 67962  446226  0.308615 74 25073.349609
25.000005 1532370 77825  505347  0.336569 74 25084.630859
26.000005 1590364 87767  563710  0.362297 74 25096.519531
27.000005 1646730 97851  620439  0.385713 74 25108.800781
28.000005 1702961 108037  677022  0.407743 74 25121.669922
29.000005 1756446 118229  730873  0.427974 74 25134.990234
30.000005 1805256 128115  779733  0.446193 74 25148.769531
31.000006 1850210 137920  824734  0.463696 74 25163.109375
32.000006 1892726 147365  867217  0.481964 74 25177.810547
33.000006 1936290 157066  910796  0.503730 74 25192.880859
34.000006 1982279 167010  956678  0.529770 74 25208.339844
35.000006 2029836 177275  1003944  0.558973 74 25223.490234
36.000006 2077753 187535  1051780  0.590385 74 25239.050781
37.000006 2124123 197490  1098151  0.622759 74 25255.009766
38.000006 2168765 207076  1142727  0.654447 74 25271.390625
39.000006 2207281 215415  1181135  0.681159 74 25288.130859
40.000006 2238092 221905  1211944  0.701373 74 25305.259766
41.000006 2265235 227924  1239060  0.718562 74 25322.730469
42.000006 2291209 233594  1264805  0.735114 74 25340.259766
43.000006 2315204 238703  1288800  0.751050 74 25358.169922
44.000006 2336906 243364  1310502  0.765668 74 25376.369141
45.000006 2355856 247445  1329453  0.778441 74 25394.939453
46.000006 2372419 251093  1345975  0.789536 74 25413.679688
47.000006 2386475 254203  1360031  0.799095 74 25432.179688
48.000006 2398627 256885  1372153  0.807498 74 25450.910156
49.000006 2409161 259119  1382687  0.814875 74 25469.650391
50.000007 2416855 260771  1390381  0.820686 74 25488.630859
51.000007 2422876 262033  1396402  0.825346 74 25507.589844
52.000007 2425875 262666  1399401  0.827749 74 25526.630859
53.000007 2427014 262912  1400541  0.828590 74 25545.750000
54.000007 2427452 263003  1400979  0.828928 74 25565.070312
55.000007 2427583 263038  1401110  0.829041 74 25584.400391
56.000007 2427752 263075  1401279  0.829164 74 25603.720703
57.000007 2428014 263130  1401541  0.829329 74 25623.000000
58.000007 2428059 263130  1401553  0.829325 74 25642.289062
59.000007 2428248 263133  1401564  0.829270 74 25661.640625
60.000007 2428399 263151  1401616  0.829277 74 25680.970703
61.000007 2428650 263195  1401807  0.829401 74 25700.279297
62.000007 2428751 263219  1401908  0.829472 74 25719.550781
63.000007 2428891 263253  1402048  0.829555 74 25738.859375
64.000007 2429149 263304  1402281  0.829689 74 25758.220703
65.000007 2429252 263329  1402384  0.829769 74 25777.490234
66.000007 2429294 263335  1402426  0.829799 74 25796.759766
67.000007 2429395 263350  1402527  0.829876 74 25815.779297
68.000007 2429559 263368  1402700  0.829913 74 25837.060547
69.000007 2429565 263368  1402705  0.829913 74 25858.570312
70.000007 2429602 263379  1402742  0.829944 74 25880.220703
71.000007 2429888 263413  1402923  0.830044 74 25901.890625
72.000000 2429899 263415  1402934  0.830052 74 25923.519531
1.000005 70535 106  2  0.000028 74 25931.019531
2.000006 204678 381  6  0.000029 74 25931.880859
3.000006 379908 880  17  0.000045 74 25933.970703
4.000006 554241 1699  40  0.000072 74 25937.320312
5.000006 703471 2981  98  0.000139 74 25941.960938
6.000006 814775 4462  142  0.000174 74 25947.660156
7.000006 888606 6207  196  0.000221 74 25954.150391
8.000007 942001 7872  259  0.000275 74 25961.119141
9.000007 964984 8817  305  0.000316 74 25968.480469
10.000007 982667 9800  444  0.000452 74 25975.990234
11.000007 994884 10765  745  0.000749 74 25983.589844
12.000007 1004479 11730  1593  0.001587 74 25991.250000
13.000007 1012734 12675  3699  0.003653 74 25998.980469
14.000008 1023581 13693  9148  0.008946 74 26006.800781
15.000008 1039375 14994  21257  0.020491 74 26014.730469
16.000008 1065376 16781  43174  0.040661 74 26022.769531
17.000008 1100059 19059  73810  0.067433 74 26031.080078
18.000008 1138709 22089  110007  0.097340 74 26039.820312
19.000008 1179714 25973  150102  0.128568 74 26048.789062
20.000008 1225599 31277  195514  0.161652 74 26058.150391
21.000008 1277223 38265  246592  0.196210 74 26067.560547
22.000008 1332566 46198  301720  0.230575 74 26077.320312
23.000008 1389989 54783  359666  0.263841 74 26087.650391
24.000008 1449489 63697  419620  0.295516 74 26098.449219
25.000009 1510328 73317  480587  0.325038 74 26109.759766
26.000009 1570542 83547  541270  0.352315 74 26121.640625
27.000009 1630472 93855  601710  0.377569 74 26134.150391
28.000009 1690781 104552  662254  0.401088 74 26147.359375
29.000009 1748822 115150  720924  0.422566 74 26161.050781
30.000009 1802958 125211  775520  0.441501 74 26175.300781
31.000009 1849849 134681  822553  0.457138 74 26190.039062
32.000009 1889685 143380  862450  0.470190 74 26205.250000
33.000009 1924087 151530  896864  0.481494 74 26220.750000
34.000009 1956289 159345  929101  0.492675 74 26236.529297
35.000009 1987010 166955  959696  0.504347 74 26252.580078
36.000009 2018033 174554  990719  0.518075 74 26268.910156
37.000009 2051780 182414  1024421  0.534844 74 26285.560547
38.000009 2087131 190602  1059708  0.553756 74 26302.570312
39.000009 2121689 198625  1094266  0.573018 74 26319.900391
40.000009 2154212 206333  1126798  0.590847 74 26337.550781
41.000010 2184800 213731  1157418  0.607434 74 26355.539062
42.000010 2213011 220687  1185461  0.622597 74 26373.789062
43.000010 2238689 227184  1211135  0.636784 74 26392.339844
44.000010 2261802 232765  1234238  0.649439 74 26411.119141
45.000010 2282843 237860  1255279  0.660692 74 26430.150391
46.000010 2301405 242559  1273841  0.670519 74 26449.539062
47.000010 2317934 246589  1290372  0.679282 74 26469.160156
48.000010 2332578 250171  1305016  0.687281 74 26488.919922
49.000010 2346184 253562  1318622  0.694751 74 26508.949219
50.000010 2358828 256694  1331266  0.701774 74 26529.029297
51.000010 2370540 259656  1342967  0.708308 74 26549.330078
52.000010 2381677 262437  1354104  0.714472 74 26569.740234
53.000010 2391820 264978  1364247  0.720096 74 26590.289062
54.000011 2400636 267217  1373063  0.725003 74 26610.960938
55.000011 2407490 268964  1379923  0.728833 74 26631.710938
56.000011 2413053 270384  1385486  0.732027 74 26652.539062
57.000011 2417184 271406  1389620  0.734436 74 26673.390625
58.000011 2420532 272321  1392976  0.736305 74 26694.269531
59.000011 2423326 273068  1395770  0.737907 74 26715.339844
60.000011 2425490 273645  1397938  0.739122 74 26736.220703
61.000011 2427689 274243  1400138  0.740377 74 26757.160156
62.000011 2429752 274814  1402201  0.741570 74 26778.109375
63.000011 2431368 275270  1403817  0.742534 74 26799.039062
64.000011 2432590 275622  1405039  0.743251 74 26820.140625
65.000011 2433241 275811  1405690  0.743644 74 26841.240234
66.000011 2433750 275962  1406199  0.743927 74 26862.220703
67.000011 2434148 276071  1406597  0.744170 74 26883.130859
68.000011 2434510 276164  1406959  0.744380 74 26904.060547
69.000011 2434600 276185  1407049  0.744434 74 26924.939453
70.000011 2434652 276201  1407101  0.744462 74 26945.880859
71.000011 2434728 276217  1407177  0.744506 74 26966.929688
72.000000 2434772 276229  1407221  0.744524 74 26988.000000
1.000001 68854 105  3  0.000044 74 26995.480469
2.000002 195658 361  15  0.000077 74 26996.289062
3.000003 357675 819  31  0.000087 74 26998.150391
4.000003 523342 1566  55  0.000105 74 27001.250000
5.000003 677023 2777  91  0.000134 74 27005.560547
6.000003 796792 4346  154  0.000193 74 27010.910156
7.000004 875521 6006  230  0.000263 74 27017.009766
8.000004 934492 7790  330  0.000353 74 27023.630859
9.000004 960156 8828  402  0.000419 74 27030.539062
10.000004 978531 9844  558  0.000570 74 27037.619141
11.000004 991523 10827  1143  0.001154 74 27044.830078
12.000004 1002596 11869  3510  0.003511 74 27052.130859
13.000004 1016970 13103  12075  0.011909 74 27059.490234
14.000004 1044364 14870  34749  0.033404 74 27067.009766
15.000005 1087414 17598  72541  0.067030 74 27074.810547
16.000005 1135770 21158  115932  0.102618 74 27082.960938
17.000005 1182589 25414  159632  0.135849 74 27091.519531
18.000005 1229831 30707  205812  0.168676 74 27100.460938
19.000005 1281433 37478  256891  0.202501 74 27109.820312
20.000005 1335078 44868  310787  0.235693 74 27119.640625
21.000005 1391574 53287  367627  0.268249 74 27129.919922
22.000005 1448207 62137  424393  0.298361 74 27140.710938
23.000005 1503616 71090  480243  0.326140 74 27152.009766
24.000005 1557220 80259  534492  0.351467 74 27163.820312
25.000006 1610438 89307  587808  0.374811 74 27176.150391
26.000006 1661709 98550  639563  0.396556 74 27189.009766
27.000006 1708250 107487  686401  0.415816 74 27202.330078
28.000006 1749340 115948  727423  0.432881 74 27216.089844
29.000006 1787042 124173  765133  0.449684 74 27230.210938
30.000006 1824859 132673  802890  0.468810 74 27244.679688
31.000006 1865367 141459  843281  0.491939 74 27259.539062
32.000006 1909289 151014  887155  0.518656 74 27274.789062
33.000006 1953646 160400  931575  0.545988 74 27290.480469
34.000006 1996160 169460  974099  0.571702 74 27306.599609
35.000006 2035905 178186  1013839  0.595340 74 27323.099609
36.000006 2073519 186378  1051455  0.617699 74 27340.000000
37.000006 2111519 194918  1089325  0.639753 74 27357.289062
38.000006 2148729 203363  1126391  0.660895 74 27374.910156
39.000006 2184119 211634  1161719  0.680718 74 27392.849609
40.000006 2215591 219043  1193191  0.698299 74 27411.289062
41.000006 2243995 225669  1221399  0.713729 74 27430.029297
42.000007 2268754 231517  1246190  0.727071 74 27449.070312
43.000007 2290575 236560  1268019  0.738593 74 27468.230469
44.000007 2309885 240905  1287172  0.748572 74 27487.779297
45.000007 2327399 244787  1304567  0.757662 74 27507.449219
46.000007 2343182 248488  1320350  0.765951 74 27527.150391
47.000007 2356776 251715  1333947  0.773044 74 27547.019531
48.000007 2367732 254436  1344903  0.778742 74 27567.009766
49.000007 2377509 256852  1354680  0.783816 74 27587.089844
50.000007 2385483 258832  1362588  0.787886 74 27607.269531
51.000007 2392494 260585  1369548  0.791388 74 27627.560547
52.000007 2398267 262130  1375336  0.794345 74 27647.900391
53.000007 2403289 263514  1380358  0.796919 74 27668.480469
54.000007 2407947 264745  1384917  0.799205 74 27689.029297
55.000007 2412211 265801  1389181  0.801366 74 27709.550781
56.000007 2415625 266717  1392548  0.803039 74 27730.050781
57.000007 2417975 267348  1394846  0.804175 74 27750.820312
58.000008 2420243 267929  1397114  0.805322 74 27771.570312
59.000008 2422458 268578  1399330  0.806404 74 27792.310547
60.000008 2424323 269124  1401195  0.807342 74 27813.160156
61.000008 2426174 269632  1403046  0.808262 74 27833.939453
62.000008 2427741 270058  1404613  0.809038 74 27854.679688
63.000008 2429083 270430  1405955  0.809702 74 27875.380859
64.000008 2430165 270678  1407037  0.810246 74 27896.220703
65.000008 2430581 270784  1407453  0.810449 74 27917.330078
66.000008 2431191 270925  1408063  0.810710 74 27938.320312
67.000008 2431403 270988  1408275  0.810816 74 27959.289062
68.000008 2431522 271028  1408394  0.810874 74 27980.060547
69.000008 2431692 271078  1408564  0.810961 74 28000.810547
70.000008 2431769 271101  1408627  0.810989 74 28021.640625
71.000008 2431829 271104  1408638  0.810978 74 28042.390625
72.000000 2431843 271105  1408638  0.810973 74 28063.140625
1.000004 69321 121  2  0.000029 74 28070.000000
2.000004 188890 338  10  0.000053 74 28070.800781
3.000005 345604 752  20  0.000058 74 28072.580078
4.000005 517996 1498  43  0.000083 74 28075.589844
5.000005 674310 2715  79  0.000117 74 28079.880859
6.000005 794579 4201  130  0.000164 74 28085.220703
7.000006 872131 5748  218  0.000250 74 28091.390625
8.000006 932065 7564  351  0.000377 74 28097.960938
9.000006 957712 8673  540  0.000564 74 28104.759766
10.000006 977158 9680  1068  0.001094 74 28111.789062
11.000006 990453 10747  2595  0.002624 74 28118.970703
12.000006 1004404 11913  7101  0.007089 74 28126.320312
13.000006 1022801 13375  18189  0.017831 74 28133.689453
14.000006 1048441 15152  37874  0.036235 74 28141.250000
15.000007 1078710 17332  63740  0.059295 74 28149.140625
16.000007 1110078 19729  89939  0.081369 74 28157.269531
17.000007 1137972 22067  113383  0.100172 74 28165.500000
18.000007 1161558 24471  135362  0.117367 74 28173.949219
19.000007 1182689 26937  156139  0.133317 74 28182.539062
20.000007 1203478 29526  176514  0.148985 74 28191.310547
21.000008 1225439 32550  198478  0.167013 74 28200.279297
22.000008 1252887 36723  226409  0.193380 74 28209.580078
23.000008 1293313 43526  267597  0.236972 74 28219.060547
24.000008 1346448 52729  321454  0.294853 74 28228.960938
25.000008 1401839 62209  377417  0.352499 74 28239.460938
26.000008 1454100 71567  430195  0.403748 74 28250.390625
27.000008 1505858 80895  482493  0.451709 74 28261.740234
28.000008 1560103 90770  537018  0.498605 74 28273.660156
29.000008 1615878 101236  593254  0.544403 74 28286.189453
30.000009 1671326 111716  649546  0.587691 74 28299.150391
31.000009 1724918 122107  703530  0.626996 74 28312.750000
32.000009 1775198 132274  754306  0.662568 74 28326.960938
33.000009 1820889 141759  800204  0.693326 74 28341.679688
34.000009 1862443 150723  841658  0.720374 74 28356.820312
35.000009 1900856 159215  880163  0.744613 74 28372.240234
36.000009 1936466 167512  915861  0.766631 74 28388.050781
37.000009 1967115 174887  946583  0.785383 74 28404.369141
38.000009 1994401 181633  973906  0.802517 74 28420.900391
39.000009 2018954 188054  998457  0.819090 74 28437.730469
40.000009 2043457 194199  1022979  0.837464 74 28454.830078
41.000009 2070123 200651  1049541  0.859390 74 28472.000000
42.000009 2100534 207783  1079917  0.885542 74 28489.539062
43.000009 2133086 215066  1112471  0.913602 74 28507.269531
44.000009 2164165 222148  1143515  0.940060 74 28525.349609
45.000009 2191302 228278  1170652  0.962771 74 28543.689453
46.000009 2213640 233428  1192991  0.981045 74 28562.269531
47.000009 2232864 237780  1212219  0.996086 74 28581.119141
48.000010 2249814 241939  1229163  1.008889 74 28600.250000
49.000010 2265442 245742  1244795  1.020700 74 28619.480469
50.000010 2280495 249384  1259848  1.032074 74 28638.179688
51.000010 2295360 252821  1274713  1.043409 74 28656.669922
52.000010 2309419 256169  1288772  1.054287 74 28675.310547
53.000010 2322561 259416  1301914  1.064565 74 28694.130859
54.000010 2335010 262326  1314365  1.074284 74 28712.970703
55.000010 2346662 265070  1326017  1.083316 74 28731.949219
56.000010 2357041 267538  1336324  1.091334 74 28751.039062
57.000010 2366861 269834  1346133  1.098805 74 28770.269531
58.000010 2375927 272005  1355203  1.105657 74 28789.740234
59.000010 2384266 274009  1363536  1.111924 74 28809.289062
60.000010 2392152 275885  1371422  1.117843 74 28828.769531
61.000010 2399625 277703  1378895  1.123421 74 28848.250000
62.000010 2406733 279428  1386003  1.128768 74 28867.800781
63.000010 2413232 280943  1392502  1.133638 74 28887.750000
64.000010 2418443 282193  1397713  1.137588 74 28907.660156
65.000010 2422224 283109  1401490  1.140474 74 28927.519531
66.000010 2425031 283779  1404298  1.142567 74 28947.259766
67.000010 2427167 284282  1406434  1.144196 74 28967.029297
68.000010 2428505 284570  1407721  1.145140 74 28986.679688
69.000010 2429099 284674  1408284  1.145565 74 29006.369141
70.000010 2429494 284761  1408679  1.145870 74 29026.349609
71.000010 2429869 284831  1409053  1.146161 74 29046.230469
72.000000 2430048 284868  1409232  1.146300 74 29066.320312
1.000002 71016 92  4  0.000056 74 29074.619141
2.000002 201208 332  9  0.000045 74 29075.480469
3.000003 369344 777  22  0.000060 74 29077.349609
4.000003 533136 1495  48  0.000090 74 29080.419922
5.000003 679437 2547  89  0.000131 74 29084.580078
6.000003 795863 4063  140  0.000176 74 29089.679688
7.000004 871979 5700  193  0.000221 74 29095.439453
8.000004 931808 7510  279  0.000299 74 29101.660156
9.000004 957955 8503  366  0.000382 74 29108.160156
10.000004 976769 9526  680  0.000696 74 29114.830078
11.000004 989912 10491  1881  0.001900 74 29121.609375
12.000004 1003997 11688  6513  0.006505 74 29128.509766
13.000004 1025998 13114  21702  0.021237 74 29135.550781
14.000004 1063645 15572  53916  0.050936 74 29142.779297
15.000004 1112237 18803  97260  0.087967 74 29150.349609
16.000005 1162364 22879  141808  0.122832 74 29158.279297
17.000005 1213041 28202  188805  0.156864 74 29166.609375
18.000005 1265208 34787  240057  0.191401 74 29175.349609
19.000005 1321584 42551  296039  0.226232 74 29184.480469
20.000005 1381608 51169  355672  0.260366 74 29194.150391
21.000005 1442897 60469  417299  0.292899 74 29204.349609
22.000005 1506195 70618  480631  0.323521 74 29215.220703
23.000005 1569217 81076  543938  0.351840 74 29227.609375
24.000005 1633096 91855  607856  0.378311 74 29241.279297
25.000005 1695413 103049  670500  0.402557 74 29255.660156
26.000005 1752880 113440  728364  0.423609 74 29270.630859
27.000005 1804760 123757  780488  0.441664 74 29286.140625
28.000005 1849902 133511  825680  0.456878 74 29302.220703
29.000006 1889892 142380  865661  0.470191 74 29318.669922
30.000006 1925998 150668  901768  0.482598 74 29335.500000
31.000006 1958557 158671  934327  0.494384 74 29352.910156
32.000006 1989063 166077  964789  0.506794 74 29370.580078
33.000006 2020508 173893  996241  0.521544 74 29388.669922
34.000006 2053511 181799  1029250  0.539235 74 29407.080078
35.000006 2088846 190177  1064581  0.559980 74 29425.810547
36.000006 2123313 198407  1099048  0.581090 74 29444.970703
37.000006 2156731 206343  1132429  0.601944 74 29464.449219
38.000006 2187535 213780  1163180  0.621678 74 29484.330078
39.000006 2214705 220420  1190339  0.639552 74 29502.109375
40.000006 2238740 226274  1214374  0.655107 74 29519.859375
41.000006 2260184 231500  1235771  0.668430 74 29537.830078
42.000006 2279867 236154  1255442  0.680173 74 29556.039062
43.000006 2297765 240416  1273340  0.690930 74 29574.390625
44.000006 2314695 244441  1290234  0.701119 74 29592.929688
45.000006 2329755 248131  1305124  0.710435 74 29611.710938
46.000007 2343562 251479  1318932  0.719168 74 29630.640625
47.000007 2356476 254561  1331781  0.727311 74 29649.699219
48.000007 2368482 257421  1343611  0.734888 74 29668.890625
49.000007 2379476 260091  1354618  0.741908 74 29688.220703
50.000007 2389624 262638  1364766  0.748333 74 29707.640625
51.000007 2398263 264740  1373405  0.753844 74 29727.150391
52.000007 2405309 266481  1380451  0.758496 74 29746.740234
53.000007 2410804 267864  1385946  0.762222 74 29766.369141
54.000007 2415324 268929  1390466  0.765296 74 29786.029297
55.000007 2418395 269717  1393537  0.767495 74 29805.970703
56.000007 2421165 270389  1396307  0.769476 74 29825.869141
57.000007 2423505 270987  1398647  0.771111 74 29845.910156
58.000007 2425455 271461  1400598  0.772473 74 29865.779297
59.000007 2427060 271840  1402205  0.773445 74 29885.810547
60.000007 2427728 272011  1402873  0.773952 74 29905.810547
61.000007 2428166 272118  1403311  0.774272 74 29925.630859
62.000007 2428621 272234  1403766  0.774609 74 29945.560547
63.000007 2428696 272254  1403841  0.774642 74 29965.330078
64.000007 2428765 272267  1403910  0.774652 74 29985.189453
65.000008 2428803 272270  1403948  0.774659 74 30004.970703
66.000008 2428885 272294  1404030  0.774720 74 30024.800781
67.000008 2429006 272326  1404151  0.774816 74 30044.570312
68.000008 2429146 272355  1404291  0.774928 74 30064.500000
69.000008 2429188 272366  1404333  0.774939 74 30084.429688
70.000008 2429506 272444  1404651  0.775105 74 30104.410156
71.000008 2429773 272505  1404918  0.775185 74 30124.480469
72.000000 2429845 272517  1404990  0.775217 74 30144.560547
1.000000 69249 88  1  0.000014 74 30151.109375
2.000001 198557 372  15  0.000076 74 30151.949219
3.000002 362635 831  28  0.000077 74 30153.869141
4.000002 520790 1505  51  0.000098 74 30156.970703
5.000002 668362 2612  84  0.000126 74 30161.250000
6.000003 787681 4139  138  0.000175 74 30166.609375
7.000003 871893 5898  206  0.000236 74 30172.740234
8.000003 932385 7746  268  0.000287 74 30179.410156
9.000003 959758 8804  340  0.000354 74 30186.410156
10.000003 978672 9761  523  0.000534 74 30193.570312
11.000003 991422 10772  1085  0.001094 74 30200.849609
12.000003 1001960 11901  3071  0.003073 74 30208.220703
13.000003 1015101 13119  9384  0.009277 74 30215.679688
14.000003 1037752 14776  26828  0.025961 74 30223.269531
15.000003 1074149 17171  58397  0.054657 74 30231.089844
16.000003 1118672 20222  97719  0.087886 74 30239.230469
17.000003 1162443 23926  137576  0.119163 74 30247.689453
18.000003 1205759 28447  179638  0.150126 74 30256.529297
19.000003 1254077 34453  227284  0.182779 74 30265.730469
20.000004 1307741 41949  280718  0.216740 74 30275.349609
21.000004 1365085 50275  338090  0.250425 74 30285.470703
22.000004 1424221 59103  397752  0.282704 74 30296.060547
23.000004 1484044 68587  458307  0.313002 74 30307.210938
24.000004 1544161 78607  519046  0.341163 74 30318.759766
25.000004 1604309 88876  579901  0.367416 74 30330.970703
26.000004 1664865 99623  641107  0.392125 74 30343.710938
27.000004 1723593 110209  700625  0.414748 74 30357.240234
28.000004 1778026 120591  755613  0.434657 74 30371.380859
29.000005 1827315 130527  805326  0.452229 74 30386.029297
30.000005 1871147 139888  849327  0.467795 74 30401.070312
31.000005 1910147 148557  888401  0.482503 74 30416.910156
32.000005 1946235 156832  924527  0.497511 74 30433.980469
33.000005 1981510 165044  959793  0.514541 74 30451.449219
34.000005 2018802 173413  997108  0.535583 74 30469.300781
35.000005 2058681 182444  1036984  0.560899 74 30487.560547
36.000005 2100235 191551  1078545  0.589100 74 30506.279297
