61617 1
1716 1 0
46 1 0 3
11 1 0 4
941 1 2
1 1 2 0
3 1 2 3
103 1 2 4
26247 1 3
18 1 3 0
19 1 3 2
228 1 3 4
9414 1 4
3 1 4 0
21 1 4 2
1 1 4 2 3
48 1 4 3
2 4
