4072 1
703 1 0
76 1 0 3
16 1 0 4
226 1 2
1 1 2 3
79 1 2 4
90705 1 3
60 1 3 0
73 1 3 2
1274 1 3 4
2919 1 4
8 1 4 0
12 1 4 2
1 1 4 2 3
61 1 4 3
