69911
2499 0
2 0 2
5 0 3
8 0 4
4779 1
3 1 0
4 1 2
20 1 3
46 1 4
2 1 4 3
3 2
1645 3
5 3 4
22347 4
20 4 0
13 4 1
3 4 2
277 4 3
