30534 1
1095 1 0
7 1 0 2
29 1 0 3
93 1 0 4
306 1 2
1 1 2 3
49573 1 3
34 1 3 0
28 1 3 2
293 1 3 4
6480 1 4
2 1 4 0
4 1 4 2
47 1 4 3
14 4
5569 4 0
3 4 0 1
1 4 0 2
6035 4 0 3
14 4 0 3 1
6 4 0 3 2
