1856
80917 0
69 0 1
621 0 2
2 0 2 3
40 0 2 4
634 0 3
3 0 3 2
509 0 4
10763 1
3 1 0
12 1 2
35 1 3
75 1 4
1 2
250 3
4 3 4
4577 4
25 4 0
12 4 1
21 4 3
