1
56627 1
98 1 0
1 1 0 3
1320 1 2
26 1 2 3
11 1 2 4
38404 1 3
54 1 3 0
9 1 3 2
213 1 3 4
3522 1 4
3 1 4 0
3 1 4 2
24 1 4 3
1 3
3 4
