4766
33052 0
19 0 1
166 0 2
3 0 2 3
4 0 2 4
185 0 3
542 0 4
2 0 4 3
1310 1
2 1 0
1 1 3
8 1 4
1997 3
13 3 1
1 3 2
64 3 4
55218 4
31 4 0
54 4 1
22 4 2
3088 4 3
1 4 3 1
3 4 3 2
