69394
2881 0
2 0 1
17 0 3
13 0 4
1245 1
5 1 3
7 1 4
4 2
3156 3
1 3 0
27 3 1
1 3 2
2 3 4
23837 4
50 4 0
889 4 1
1 4 1 2
1 4 1 3
6 4 2
98 4 3
