3442 1
60 1 0
2 1 0 3
1 1 0 4
83 1 2
1 1 2 4
92857 1 3
68 1 3 0
4 1 3 0 4
134 1 3 2
1017 1 3 4
3095 1 4
6 1 4 0
72 1 4 3
