69431
7377 0
3 0 1
2 0 2
13 0 3
39 0 4
2005 1
1 1 0
1 1 2
9 1 3
3 1 4
1 2
3739 3
5 3 0
2 3 1
190 3 4
18610 4
32 4 0
12 4 1
6 4 2
86 4 3
