30678 1
2287 1 0
93 1 0 3
42 1 0 4
995 1 2
2 1 2 3
155 1 2 4
53560 1 3
50 1 3 0
41 1 3 2
463 1 3 4
11854 1 4
2 1 4 0
24 1 4 2
109 1 4 3
1 4
