1
2 0
53214 1
287 1 0
3 1 0 3
7 1 0 4
1471 1 2
1 1 2 0
5 1 2 3
7 1 2 4
41584 1 3
23 1 3 0
1 1 3 0 4
42 1 3 2
274 1 3 4
3496 1 4
3 1 4 2
88 1 4 3
16 4
