1
88021 0
212 0 1
9 0 1 3
3712 0 2
4 0 2 1
51 0 2 3
84 0 2 4
5875 0 3
4 0 3 1
4 0 3 2
73 0 3 4
2518 0 4
2 0 4 1
64 0 4 3
12 4
