63953 0
543 0 1
1 0 1 2
4 0 1 3
13 0 1 4
123 0 2
30509 0 3
27 0 3 1
59 0 3 2
461 0 3 4
4505 0 4
12 0 4 1
14 0 4 2
106 0 4 3
81 1
4 4
