32597
10484 0
4 0 1
10 0 2
63 0 3
63 0 4
2246 1
1 1 0
1 1 3
32 1 4
2 2
1379 3
5 3 0
53555 4
13 4 0
11 4 1
6 4 2
727 4 3
1 4 3 1
