1743
38136 0
29 0 1
25 0 2
577 0 3
10 0 3 4
290 0 4
1 0 4 3
50696 1
15 1 0
35 1 2
430 1 3
1 1 3 4
359 1 4
2 1 4 3
1027 3
2 3 4
6845 4
9 4 0
35 4 1
3 4 2
31 4 3
