28631 1
1342 1 0
1 1 0 2
12 1 0 3
8 1 0 4
1210 1 2
4 1 2 3
54 1 2 4
56725 1 3
99 1 3 0
30 1 3 2
458 1 3 4
6 1 3 4 0
11603 1 4
14 1 4 0
10 1 4 2
170 1 4 3
14 4
2 4 3
