4
92410 0
244 0 1
8 0 1 3
476 0 2
5 0 2 3
4 0 2 4
3407 0 3
20 0 3 2
19 0 3 4
3746 0 4
3 0 4 1
4 0 4 2
71 0 4 3
7 4
