5 0
59856 1
101 1 0
1 1 0 3
1947 1 2
42 1 2 3
23 1 2 4
25789 1 3
33 1 3 0
41 1 3 2
210 1 3 4
11762 1 4
14 1 4 0
32 1 4 2
1 1 4 2 3
280 1 4 3
2 4
