69968
2496 0
8 0 2
1 0 2 4
6 0 3
40 0 4
300 1
2 1 4
2 2
2659 3
4 3 1
1 3 2
17 3 4
25639 4
14 4 0
6 4 1
14 4 2
259 4 3
