23759 1
153 1 0
3 1 0 3
2 1 0 4
1692 1 2
4 1 2 0
17 1 2 3
168 1 2 4
51813 1 3
45 1 3 0
92 1 3 2
1 1 3 2 4
408 1 3 4
21739 1 4
26 1 4 0
42 1 4 2
461 1 4 3
2 4
