3394 1
242 1 0
2 1 0 3
1 1 0 4
220 1 2
4 1 2 3
6 1 2 4
92537 1 3
102 1 3 0
4 1 3 0 4
38 1 3 2
981 1 3 4
2 1 3 4 0
2731 1 4
1 1 4 0
7 1 4 2
110 1 4 3
