49423 0
51 0 1
2240 0 2
5 0 2 1
45 0 2 3
46 0 2 4
38671 0 3
31 0 3 1
155 0 3 2
1 0 3 2 4
949 0 3 4
2 0 3 4 1
8051 0 4
17 0 4 1
428 0 4 2
2 0 4 2 3
88 0 4 3
