41
90814 1
462 1 0
7 1 0 3
4 1 0 4
426 1 2
1 1 2 3
12 1 2 4
4812 1 3
2 1 3 0
2 1 3 2
18 1 3 4
3570 1 4
2 1 4 0
1 1 4 2
14 1 4 3
1 3
19 4
