45
1 0
89225 1
133 1 0
1 1 0 2
4 1 0 3
718 1 2
1 1 2 0
6 1 2 3
1 1 2 4
7797 1 3
12 1 3 0
2 1 3 2
47 1 3 4
2310 1 4
1 1 4 0
17 1 4 3
4 3
32 4
