13446
1368 0
13 0 3
3 0 4
43404 1
13 1 0
10 1 2
335 1 3
1 1 3 4
314 1 4
3 2
1814 3
1 3 0
5 3 4
39301 4
3 4 0
25 4 1
40 4 2
211 4 3
