69598
16299 0
5 0 1
4 0 2
32 0 3
117 0 4
1 0 4 3
2013 1
7 1 3
1 1 4
1 2
5535 3
95 3 0
1 3 1
32 3 4
7858 4
2 4 2
41 4 3
