1 0
1081 1
3 1 0
195 1 2
5 1 2 3
3 1 2 4
96562 1 3
75 1 3 0
57 1 3 2
1401 1 3 4
2 1 3 4 0
1092 1 4
24 1 4 0
2 1 4 2
300 1 4 3
