1
87730 0
132 0 1
12 0 1 4
2917 0 2
24 0 2 3
83 0 2 4
5449 0 3
2 0 3 1
1 0 3 1 4
23 0 3 2
67 0 3 4
3773 0 4
6 0 4 1
52 0 4 2
1 0 4 2 3
178 0 4 3
