75261 0
77 0 1
170 0 2
1 0 2 3
1 0 2 4
13912 0 3
9 0 3 1
34 0 3 2
173 0 3 4
8517 0 4
7 0 4 1
22 0 4 2
2484 0 4 3
1 0 4 3 1
2 0 4 3 2
