4749
8 0
49615 1
253 1 0
95 1 2
383 1 3
1 1 3 4
606 1 4
3 1 4 3
1 2
1963 3
2 3 1
1 3 2
2 3 4
41542 4
255 4 0
1 4 0 1
16 4 1
26 4 2
780 4 3
