1841
39377 0
16 0 1
34 0 2
312 0 3
1 0 3 4
320 0 4
55130 1
359 1 0
41 1 2
1 1 2 3
322 1 3
3 1 3 4
694 1 4
127 3
1 3 4
1505 4
5 4 0
2 4 3
