5237
8941 0
3 0 2
28 0 3
22 0 4
73391 1
35 1 0
54 1 2
465 1 3
3 1 3 4
583 1 4
4 1 4 3
1 2
241 3
11308 4
2 4 0
2 4 1
5 4 2
39 4 3
