33142
6103 0
6 0 2
1 0 3
17 0 4
55619 1
16 1 0
2 1 0 4
15 1 2
1 1 2 3
121 1 3
198 1 4
3 2
606 3
2 3 0
2 3 4
4543 4
1 4 2
4 4 3
