4686
35 0
4 1
579 3
4 3 1
7 3 4
66546 4
13377 4 0
14 4 0 1
79 4 0 2
248 4 0 3
7058 4 1
2 4 1 0
22 4 1 2
46 4 1 3
18 4 2
7935 4 3
9 4 3 0
13 4 3 1
23 4 3 2
