7
78023 1
122 1 0
1 1 0 3
1169 1 2
32 1 2 3
24 1 2 4
18220 1 3
33 1 3 0
8 1 3 2
97 1 3 4
3053 1 4
2 1 4 0
5 1 4 2
14 1 4 3
3 4
