125
896 0
6 0 2
3 0 3
450 0 4
2 0 4 2
3 0 4 3
92257 1
266 1 0
1 1 0 3
7 1 0 4
332 1 2
3 1 2 3
1 1 2 4
4050 1 3
2 1 3 0
9 1 3 2
33 1 3 4
2045 1 4
2 1 4 0
1 1 4 2
12 1 4 3
9 3
67 4
