2930 1
31 1 0
2 1 0 3
1 1 0 4
485 1 2
1 1 2 0
46 1 2 3
82 1 2 4
90310 1 3
67 1 3 0
155 1 3 2
969 1 3 4
1 1 3 4 2
5107 1 4
22 1 4 2
1 1 4 2 3
236 1 4 3
