36736 0
481 0 1
1 0 1 2
2 0 1 3
23 0 1 4
98 0 2
57637 0 3
43 0 3 1
126 0 3 2
1017 0 3 4
4233 0 4
9 0 4 1
33 0 4 2
90 0 4 3
28 1
