14267
56888 0
25 0 1
12 0 2
212 0 3
633 0 4
8 0 4 3
6157 1
4 1 0
34 1 3
11 1 4
7081 3
523 3 0
2 3 0 4
1 3 1
53 3 4
14894 4
3 4 0
2 4 1
4 4 2
117 4 3
