67 0
66 0 4
1 0 4 1
2 0 4 3
3627 1
44 1 0
2 1 0 3
2 1 0 4
166 1 2
1 1 2 3
8 1 2 4
93962 1 3
62 1 3 0
237 1 3 2
1122 1 3 4
1183 1 4
1 1 4 2
14 1 4 3
