33498
43526 0
10 0 1
83 0 2
1 0 2 3
6 0 2 4
139 0 3
1 0 3 2
249 0 4
7402 1
3 1 0
2 1 2
9 1 3
14 1 4
2 2
1563 3
3 3 2
9 3 4
15254 4
26 4 0
1 4 1
47 4 3
