4083 1
60 1 0
4 1 0 4
263 1 2
1 1 2 3
1 1 2 4
92561 1 3
82 1 3 0
4 1 3 0 4
215 1 3 2
1229 1 3 4
2166 1 4
6 1 4 0
21 1 4 2
32 1 4 3
1 4
