14538
65017 0
114 0 1
1 0 1 3
1 0 1 4
31 0 2
202 0 3
516 0 4
1 0 4 3
14437 1
1 1 0
1 1 2
62 1 3
55 1 4
579 3
1 3 4
5236 4
3 4 1
2 4 2
48 4 3
