13876
22833 0
11 0 1
3 0 2
138 0 3
1 0 3 4
88 0 4
37023 1
8 1 0
10 1 2
156 1 3
4 1 3 4
146 1 4
2 2
4475 3
3 3 0
3 3 4
21589 4
45 4 0
23 4 1
3 4 2
69 4 3
