66491 0
46 0 1
1205 0 2
10 0 2 1
12 0 2 3
11 0 2 4
27978 0 3
55 0 3 1
165 0 3 2
6 0 3 2 4
406 0 3 4
3906 0 4
2 0 4 1
6 0 4 2
34 0 4 3
14 1
3 4
