32413
951 0
6 0 3
4 0 4
12032 1
4 1 0
1 1 0 3
1 1 0 4
9 1 2
56 1 3
52 1 4
5 2
4217 3
2 3 2
63 3 4
50612 4
159 4 0
1 4 0 3
67 4 1
9 4 2
513 4 3
