19320 0
15 0 1
4224 0 2
7 0 2 1
58 0 2 3
20 0 2 4
58881 0 3
32 0 3 1
72 0 3 2
1367 0 3 4
2 0 3 4 2
5784 0 4
12 0 4 1
11 0 4 2
10416 0 4 3
9 0 4 3 1
22 0 4 3 2
