33101
39604 0
7 0 1
1 0 1 4
192 0 2
127 0 3
140 0 4
1 0 4 2
1460 1
2 1 3
2 1 4
4 2
27 2 3
591 3
1 3 4
25522 4
30 4 0
21 4 1
5 4 2
79 4 3
