6464 0
7 0 1
33 0 2
3 0 2 3
7006 0 3
3 0 3 1
1 0 3 2
104 0 3 4
812 0 4
4 0 4 1
24 0 4 3
2453 1
150 1 0
2 1 0 3
4 1 2
1 1 2 4
78071 1 3
93 1 3 0
74 1 3 2
1003 1 3 4
7 1 3 4 2
3671 1 4
7 1 4 0
11 1 4 2
222 1 4 3
