5077
42894 0
37 0 1
80 0 2
316 0 3
2 0 3 4
265 0 4
4 0 4 3
2900 1
8 1 0
4 1 3
31 1 4
2 2
523 3
17 3 0
47225 4
10 4 0
27 4 1
10 4 2
1091 4 3
