32941
35854 0
12 0 1
7 0 2
91 0 3
287 0 4
1 0 4 3
4258 1
3 1 0
20 1 3
7 1 4
3 2
11604 3
197 3 0
5 3 1
62 3 4
15309 4
3 4 2
73 4 3
