73862 0
119 0 1
2 0 1 3
24 0 1 4
7059 0 2
10 0 2 1
79 0 2 3
263 0 2 4
3 0 2 4 3
12627 0 3
5 0 3 1
63 0 3 2
163 0 3 4
1 0 3 4 2
6226 0 4
8 0 4 1
141 0 4 2
482 0 4 3
3 0 4 3 2
