32411
6820 0
5 0 1
23 0 2
35 0 3
113 0 4
751 1
1 1 2
1 1 3
2 1 4
2 2
5529 3
5 3 1
1 3 2
58 3 4
55234 4
22 4 0
16 4 1
20 4 2
702 4 3
