70083
2255 0
1 0 2
9 0 3
1 0 3 2
16 0 4
654 1
1 1 2
1 1 3
2 1 4
4 2
1676 3
3 3 4
26257 4
25 4 0
40 4 1
69 4 2
237 4 3
