33253
32811 0
5 0 1
8 0 2
140 0 3
1 0 3 4
140 0 4
1 0 4 3
186 1
2 1 4
1 2
930 3
22 3 0
1 3 4
33887 4
23 4 0
5 4 1
6 4 2
365 4 3
