8
1 0
81753 1
931 1 0
13 1 0 3
5 1 0 4
663 1 2
1 1 2 0
2 1 2 3
43 1 2 4
11490 1 3
5 1 3 0
11 1 3 2
102 1 3 4
5581 1 4
1 1 4 0
4 1 4 2
2 1 4 2 3
32 1 4 3
3 4
