241 1
44 1 2
11 1 2 3
1 1 2 4
97178 1 3
53 1 3 0
56 1 3 2
1900 1 3 4
3 1 3 4 0
5 1 3 4 2
359 1 4
13 1 4 0
1 1 4 2
261 1 4 3
