73651 0
77 0 1
6 0 1 4
740 0 2
5 0 2 3
4 0 2 4
22331 0 3
11 0 3 1
23 0 3 2
522 0 3 4
1 0 3 4 2
3266 0 4
1 0 4 1
275 0 4 3
