86376
8610 0
6 0 1
2 0 2
79 0 3
1 0 3 4
30 0 4
2546 1
5 1 3
1 2
1481 3
1 3 0
3 3 1
1 3 4
1690 4
1 4 0
1 4 1
2 4 3
